Restaurant,City,State,Item,Price,Image
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Spindrift® Grapefruit,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/0/item-900000000681077400_1698771649.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Spindrift® Raspberry Lime,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/2/item-900000000681077402_1698771411.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Mott's® Kids Apple Juice,$1.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/8/item-900000000681077408_1698771465.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Horizon Organic® Kids Lowfat Regular Milk,$1.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/0/item-900000000681077410_1698771485.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Horizon Organic® Kids Lowfat Chocolate Milk,$1.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-179109000000000000/menu/items/2/item-900000000681077412_1698771505.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,La Colombe® Oatmilk Draft Latte,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/2/item-900000001155605172_1699593637.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,La Colombe® Brazilian Cold Brew,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/4/item-900000001155605174_1699593627.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Turkish Coffee Brownie,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/0/item-900000000681077280_1699593955.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Olive Oil Sea Salt Blondie,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/2/item-900000000681077282_1699594010.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Pita Chips,$1.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-181174000000000000/menu/items/4/item-900000000681077284_1698771888.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Smoky Almonds,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/8/item-900000001537610458_1701669120.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Cashews,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/0/item-900000001537610460_1701669129.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Apricots,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/2/item-900000001537610462_1701669137.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Yogurt Covered Raisins,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/4/item-900000001537610464_1701669147.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Caramel Bites,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/6/item-900000001537610466_1701669159.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Chocolate Almonds,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/8/item-900000001537610468_1701669170.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,ALTOIDS® Mints,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/9/item-900000001537621619_1701669412.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Mentos® Mints,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/1/item-900000001537621621_1701669435.png?size=medium
Roti Mediterranean Bowls  Salads & Pitas,Washington,DC,Bubble Gum,$1.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-182753000000000000/menu/items/3/item-900000001537621623_1701669444.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Latte,$4.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/3/item-100000015318905383_1675191230.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,English Muffin Egg and Cheese Sandwich,$9.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/4/item-100000015744735924_1673978171.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Pot of Gold Latte,$5.00+,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/6/item-100000038999604556_1709292915.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chocolate Mint Cookie,$2.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/8/item-100000038999604558_1709292503.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Lemon Poppy Muffin,$4.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/0/item-100000038999604560_1709292752.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,English Muffin - 1 muffin.,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/0/item-100000015744622560_1673977900.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Brioche - 1 pc.,$2.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/2/item-100000015744622562_1673977462.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Avocado Toast,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/6/item-100000015318857036_1665590644.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chef's Breakfast Sandwich,$13.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/5/item-100000015318859475_1665590838.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,English Muffin Egg and Cheese Sandwich,$9.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/4/item-100000015744735924_1673978171.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Braised Beef Short Rib Breakfast Bowl,$18.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/6/item-100000015744852346_1665606430.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Baked Eggs with Roasted Vegetables,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/1/item-100000015744925371_1665606943.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Bacon, Egg & Cheese Biscuit with Sweet Pepper Jelly,$11.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/8/item-100000022050830638_1662373783.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Shakshuka,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/0/item-100000015544760910_1665608103.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Smoked Salmon Breakfast Bowl,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/4/item-100000015405203174_1673978442.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chia Seed & Coconut Pudding Bowl,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/0/item-100000015318862750_1665610298.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Ham & Cheese Croissant,$5.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-4dcc1fea-385e-4a3b-8e8c-b6b32be7dea6.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Banana Bread,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/5/item-100000015318865645_1673978585.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Raspberry Crumble Bar,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/0/item-100000015318867000_1675105202.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Cinnamon Coffee Cake,$4.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-147c19e9-8a5e-45e0-9208-8d60dc8adae5.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chef's Granola Fruit Parfait,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/1/item-100000015318868421_1673976790.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Blueberry Muffin,$4.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/3/item-100000015864984103_1673973960.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Fruit cup,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/9/item-100000015325413679_1673978270.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Deviled Eggs (5),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-c31bd139-9a19-40c6-9946-b5d8c7107124.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Vegetable Crudite,$6.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/8/item-100000015325365998_1665760267.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Cobb Salad,$15.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/0/item-100000015337025190_1673988698.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chopped Salad,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-7adb8305-8f60-4c7f-b45e-8c69cb6e5e39.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Roasted Salmon Hummus Bowl,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/3/item-100000015325371653_1665779732.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Grilled Salmon Orzo Salad,$15.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/7/item-100000015405503027_1662507672.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Roasted Beet Salad,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/5/item-100000011189742755_1665779869.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Caesar Salad,$11.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-54bbf3a6-4690-458a-86d1-2864168d0ff7.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Pesto Chicken Breast Sandwich,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/6/item-100000015325378736_1675105045.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Grilled Cheese,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/2/item-100000015325384652_1663085992.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Braised Short Rib Grilled Cheese,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/8/item-100000015544871108_1642445662.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Fried Chicken Sandwich,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/8/item-100000015745074548_1673988916.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Smoked Salmon Toast,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/8/item-100000015745182938_1665758677.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Cuban Sandwich,$14.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/8717de50-5ab9-4c7a-b29e-0ed8465c8b25/MenuItem/4200ef95-0fd4-4914-8ece-390bc275929a.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chicken "BLT",$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/3/item-100000022052277533_1662329289.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Turkey & Ham Sandwich,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/6/item-100000015325389066_1673989309.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Roasted Turkey and White Cheddar Sandwich,$12.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/1/item-100000015545847611_1673989338.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Tuna Fish Salad Sandwich,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/8/item-100000015318935208_1673989802.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chickpea and Tomato Salad,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-fe447d65-357f-419e-86b8-891b2d8767f1.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Kale Pasta Salad,$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-afe686b5-d66f-41f0-9c59-80059573fd60.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Zapp's Regular Chips,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-d36957fc-2b6c-4bd4-b812-b574412c909d.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Zapp's Salt & Vinegar Chips,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-00a6c746-3f0a-4b03-88d3-d09404ebc231.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Zapp's Voodoo Chips,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-2de2fa08-2b82-4543-8089-31a42e374bd1.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Crostini,$3.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/2/item-100000018833362632_1673989891.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Banana Pudding,$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/1/item-100000015325420171_1673990343.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Chocolate Chip Cookies (3ea),$9.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/7/item-100000015325422897_1665759218.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Dulce De Leche Brownie,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/5/item-100000015325428925_1673990388.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Butterscotch Blondie,$4.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/9/item-100000025270295749_1672175441.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Housemade Boursin 8 ounces,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/1/item-100000015325436141_1673990847.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Marinated Goat Cheese 8 ounces,$10.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-173b4c88-b9fa-4461-b8e7-63257325f0c6.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Classic Hummus,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/7/item-100000015325448277_1673991189.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Roasted Red Pepper & Feta Dip,$8.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/3/item-100000011189742163_1673991042.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Saratoga Springs - Sparkling,$3.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/9/item-100000015318894109_1673993729.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Saratoga Springs - Still,$3.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/6/item-100000015318894116_1673993462.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Spindrift Strawberry Lemonade,$3.25,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-56759000000000000/menu/items/3/item-100000015318900113_1675364592.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Latte,$4.50,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/3/item-100000015318905383_1675191230.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Ava's Lemonade,$4.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/images/item-b6ae2773-1710-4202-aa20-a549289e1e14.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Vienna Lager (12oz),$5.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/6/item-100000015115446166_1676661915.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Omrah I Pinot Noir,$22.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/7/item-100000025325192187_1674856148.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Altos de Aranda I Tempranillo,$23.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/9/item-100000025325192189_1674856351.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Hoopenburg I "Guru" Cabernet/Merlot,$20.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/1/item-100000025325192191_1674856945.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Les Comtes Cahors I Malbec,$24.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/1/item-100000026253132141_1675122647.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Flannery Hill I Sauvignon Blanc,$20.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/0/item-100000025325329000_1674852789.jpg?size=medium
Baker's Daughter at The Eaton,Washington,DC,Let's Get This Party Started (serves 4),$50.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/6/item-100000015290571616_1641497507.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Ain't No Party Like a Sandwich Party (serves 4),$68.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/2/item-100000015290571612_1641497443.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,Who Needs a Reservation When You Can Brunch at Home? (serves 2),$46.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/0/item-100000015290571610_1641497413.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,A Healthy Way to Start Your Day (serves 2),$44.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/4/item-100000015290571614_1641497469.png?size=medium
Baker's Daughter at The Eaton,Washington,DC,A Cure for What Ails You (serves 2),$45.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-82621000000000000/menu/items/2/item-100000015290869172_1641497385.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Persian Plants & Peas,$16.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/2c582386-3700-4169-a4dc-bc7bdd8bf11d.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,West African Gumbo,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/e517255e-e7e0-4c9e-9bcf-d3f6a804ef4d.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Belgian Fries,$10.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/e018a5fe-a5c8-497b-9b92-134375b405be.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Butternut Squash Soup,$9.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/f30c4282-9156-449d-81a8-c2e713f391b5.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Ceviche Verde,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/fb712462-7fc6-4edd-b2ab-e232e67886c8.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Dipping Tequeños,$15.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/e967949b-5aa6-4277-b9a7-8e158f66ee50.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Greek Wings,$16.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/173e22b3-edb0-47f8-8786-6edf83d517fe.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Mezze Platter,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/c62a5109-7563-4e4f-b710-aa6d3dcd515b.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Tamarind Ribs,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/b76929fe-28f1-47a4-9d58-e6a1c80d6fe8.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Madam VP’s Heritage Bowl,$17.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-76224000000000000/menu/images/item-aad238d0-ddc3-497b-86b6-de4fc36c0fc1.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Miso Caesar Salad,$13.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/7a3cc9cc-a530-4356-b43d-ebc859fcd3d1.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Mumbai Mariachi,$16.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/8d45f4d9-36aa-40b5-8d5a-c301071dcbad.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Persian Plants & Peas,$16.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/2c582386-3700-4169-a4dc-bc7bdd8bf11d.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Poke Bowl,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/81a69900-eab9-498d-a49b-8da9c5963ef1.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Viet Vibes,$16.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-76224000000000000/menu/images/item-f25dbd18-4cae-49d5-b7c5-c80a3b0e3e84.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,West African Gumbo,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/e517255e-e7e0-4c9e-9bcf-d3f6a804ef4d.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Old Saigon Sandwich,$16.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/05fc5c99-7e77-4729-81a4-4915173f63d1.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,The Havana Sandwich,$17.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/d936123a-b584-4ac8-bbc9-e95f8aeed99c.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Classique Grilled Cheese,$14.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-76224000000000000/menu/images/item-3a6543ca-7615-4619-8688-b969a5ae15ce.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Falafel Sandwich,$16.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/04d0cadd-0df7-4312-894a-aa4a59632e6c.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Alfajores cookies,$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-76224000000000000/menu/images/item-6938e14f-5d3f-44a1-874e-31e4740a5883.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Quesillo (Latin flan),$7.00,https://d2s742iet3d3t1.cloudfront.net/restaurants/restaurant-76224000000000000/menu/images/item-1d214780-f3a1-4afb-8a76-0db2f189c49e.jpg?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,Tres Leches,$7.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/3f375ac7-7854-4d79-9db9-d92ecad0bd16.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,L Btl Still Water,$7.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/bc4f54e5-805b-43b7-9942-084d0648dab3.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,L Btl Sparkling Water,$7.00,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/25c6aed9-86d4-42b5-9f3e-94c4c6049471.png?size=medium
Immigrant Food @ Planet Word - 925 13th St. NW,Washington,DC,S Btl Still Water,$4.75,https://d2s742iet3d3t1.cloudfront.net/menu_service/restaurants/66d1212a-fc61-40e5-aaa9-67b5c31e911d/MenuItem/c0538118-76d0-420b-a232-8eb51f5f4c13.png?size=medium
